麓景嘉园北里 2室1厅 东 西,麓景嘉园北里,海淀其它,2室1厅 ,84.71, 东 西 , 精装 ,6, 2015年 , 板楼,32, 4个月以前发布,3000000.0,"35,415元/平",VR看装修 房本满五年 随时看房 
西山壹号院 大面宽一层下跃 看房方便 新房出售,西山壹号院北区,西北旺,5室3厅 ,642.29, 南 北 , 毛坯 ,6, 2012年 , 板楼,18, 一年前发布,53000000.0,"82,518元/平",VR房源 房本满五年 随时看房 
适合三代人居住 中间位置 有庭院 有车位  如同在公园,西山壹号院北区,西北旺,4室3厅 ,438.35, 南 北 , 毛坯 ,6, 2012年 , 板楼,105, 一年前发布,38000000.0,"86,689元/平",VR房源 房本满五年 随时看房 
阳春光华橡树园 不临街 三面采光 满五年唯一,阳春光华家园,万柳,4室2厅 ,200.35, 南 北 , 精装 ,13, 2000年 , 板楼,4, 4个月以前发布,33000000.0,"164,712元/平",VR看装修 房本满五年 随时看房 
海淀西四环 熙湖 2008年商品房 满五年唯一 双地下车位,熙湖,田村,3室2厅 ,146.23, 南 北 , 精装 ,12, 2008年 , 板楼,56, 4个月以前发布,12480000.0,"85,346元/平",VR看装修 房本满五年 随时看房 
牡丹园冠城南园南西北向三居全明格局高楼层采光视野好,冠城南园,马甸,3室2厅 ,165.26, 南 西北 , 简装 ,24, 1998年 , 塔楼,47, 6个月以前发布,16800000.0,"101,658元/平",近地铁 VR看装修 房本满五年 随时看房 
如园南区眼睛户型四居，观山效果好，南北双通透,如园南区,西北旺,4室3厅 ,288.62, 南 北 , 精装 ,10, 2014年 , 板楼,17, 9个月以前发布,30900000.0,"107,062元/平",近地铁 VR看装修 房本满五年 随时看房 
莲宝路10号院，海淀产权，南北复式结构，业主诚意出售,吴家村路10号院,六里桥,3室1厅 ,84.7, 北 南 , 简装 ,6, 1995年 , 板楼,34, 5个月以前发布,5100000.0,"60,213元/平",VR房源 房本满两年 
百旺府优质三居，电梯直通地下车库，观小区花园.,冠城大通百旺府,海淀北部新区,3室2厅 ,134.44, 南 北 西 , 精装 ,9, 2016年 , 板楼,22, 9个月以前发布,11450000.0,"85,169元/平",VR看装修 房本满五年 随时看房 
高层观景 精装修 诚意出售 看房方便,西山壹号院南区,西北旺,3室2厅 ,196.51, 南 北 , 简装 ,6, 2011年 , 板楼,24, 9个月以前发布,28500000.0,"145,031元/平",VR房源 房本满五年 
颐源居三期 两梯两户 全明格局 次顶层 有地下固定车位,颐源居小区,公主坟,3室2厅 ,197.05, 南 北 , 简装 ,16, 2003年 , 板楼,26, 6个月以前发布,27500000.0,"139,559元/平",VR看装修 房本满五年 随时看房 
清河永泰西里 两层楼单独入户 满五唯一 看房方便,永泰西里,清河,4室2厅 ,103.6, 南 北 西 , 简装 ,7, 1995年 , 板楼,38, 一年前发布,6200000.0,"59,846元/平",近地铁 VR房源 房本满五年 随时看房 
信息学院家属楼 明厅 明卫 三居室 一手业主,信息学院家属楼,清河,3室1厅 ,89.0, 南 北 , 简装 ,6, 1986年 , 板楼,15, 4个月以前发布,6600000.0,"74,158元/平",近地铁 VR看装修 房本满五年 随时看房 
裕祺隆园  精装修 10年商品房  带车位,裕祺隆园,马连洼,2室1厅 ,93.29, 南 北 , 精装 ,3, 2010年 , 板楼,47, 6个月以前发布,9300000.0,"99,690元/平",VR看装修 房本满五年 随时看房 
长河湾高品质改善社区 洋房复式格局视野开阔采光好,长河湾,西直门,3室3厅 ,207.23, 南 北 , 其他 ,6, 2006年 , 板楼,28, 4个月以前发布,30680000.0,"148,049元/平",近地铁 VR房源 房本满五年 随时看房 
颐源居小区 高楼层观景两居室  中间层不临街,颐源居小区,公主坟,2室2厅 ,80.16, 东南 , 简装 ,28, 1999年 , 塔楼,16, 11个月以前发布,9550000.0,"119,137元/平",VR房源 房本满五年 随时看房 
领秀硅谷 洋房三居 南北通透 位置安静 满五唯一,领秀硅谷,西二旗,3室2厅 ,153.34, 南 北 , 简装 ,5, 2003年 , 板楼,49, 11个月以前发布,12000000.0,"78,258元/平",VR看装修 房本满五年 
上地东里 平层四居室 有明卫 南北通透  户型方正,上地东里,上地,4室2厅 ,138.17, 南 北 , 简装 ,6, 1993年 , 板楼,27, 5个月以前发布,14850000.0,"107,477元/平",近地铁 VR看装修 房本满两年 随时看房 
清华大学，五道口，华清嘉园东南三居，高层视野采光好,华清嘉园,五道口,3室2厅 ,149.91, 东南 , 简装 ,19, 2001年 , 塔楼,19, 10个月以前发布,21990000.0,"146,689元/平",近地铁 VR看装修 房本满五年 随时看房 
橡树湾五期精装修三居室 双卧朝南 南北通透 中间楼层,橡树湾五期,清河,3室2厅 ,146.12, 南 北 , 精装 ,12, 2018年 , 板楼,50, 8个月以前发布,20500000.0,"140,296元/平",近地铁 VR看装修 房本满两年 随时看房 
褐石园大平层，一梯一户，顶层有平台，毛坯房，采光好,褐石,五道口,5室3厅 ,245.8, 东南 北 , 毛坯 ,5, 2010年 , 板楼,49, 一年前发布,43500000.0,"176,974元/平",VR看装修 房本满五年 随时看房 
龙湖唐宁one 3室2厅 东 南 西,龙湖唐宁one,五道口,3室2厅 ,186.92, 东 南 西 , 简装 ,30, 2011年 , 板楼,9, 4个月以前发布,30800000.0,"164,777元/平",近地铁 VR看装修 房本满五年 随时看房 
今典花园大三居 随时看房 小区环境好 物业管理好,今典花园,小西天,3室1厅 ,153.37, 西南 , 精装 ,22, 1999年 , 塔楼,10, 5个月以前发布,15000000.0,"97,803元/平",VR看装修 房本满五年 随时看房 
海淀南路24号院 3居  南北 楼龄新 居住舒服 诚心出,海淀南路24号院,苏州桥,3室1厅 ,134.47, 南 北 , 简装 ,6, 2000年 , 板楼,12, 8个月以前发布,15800000.0,"117,499元/平",近地铁 VR房源 房本满五年 随时看房 
万柳万泉新新家园优质平层四居室有车位储物间,万泉新新家园,万柳,4室2厅 ,205.63, 南 北 , 简装 ,6, 2001年 , 板楼,75, 一年前发布,35100000.0,"170,695元/平",近地铁 VR看装修 房本满五年 随时看房 
橡树湾四期，全明格局，精装三居，给换房周期,橡树湾四期,清河,3室2厅 ,149.69, 南 北 , 精装 ,25, 2014年 , 板塔结合,91, 11个月以前发布,19000000.0,"126,929元/平",VR房源 房本满五年 随时看房 
牡丹园四居室测绘局单位分房南北通透,北三环中路乙69号院,北太平庄,4室1厅 ,115.85, 南 北 , 其他 ,14, 2001年 , 板塔结合,57, 9个月以前发布,14500000.0,"125,162元/平",VR房源 房本满五年 随时看房 
新上永泰园东南向三室两卫观景房，靠谱靠谱靠谱,永泰园新地标,清河,3室2厅 ,135.59, 东南 , 简装 ,31, 2002年 , 塔楼,133, 7个月以前发布,7600000.0,"56,052元/平",VR房源 房本满两年 随时看房 
橡树湾四期 南北通透 不临街 精装修 诚意售,橡树湾四期,清河,3室2厅 ,162.56, 南 北 , 精装 ,25, 2014年 , 板塔结合,19, 5个月以前发布,20100000.0,"123,647元/平",VR房源 房本满五年 随时看房 
中海雅园 复式 视野好 采光充足 无遮挡 精装修,中海雅园,紫竹桥,4室3厅 ,247.47, 东 南 , 精装 ,18, 1999年 , 塔楼,13, 4个月以前发布,23500000.0,"94,962元/平",VR房源 房本满五年 随时看房 
三虎桥南路6号院 楼层好 南北通透 采光充足 居家之选,三虎桥南路,紫竹桥,3室2厅 ,137.38, 南 西 北 , 精装 ,6, 1997年 , 板楼,43, 4个月以前发布,12800000.0,"93,173元/平",近地铁 VR看装修 房本满五年 随时看房 
玉海园满五唯一电梯三居室 中高楼层 南向,玉海园二里,玉泉路,3室2厅 ,125.0, 西南 , 简装 ,11, 2001年 , 板塔结合,35, 5个月以前发布,10000000.0,"80,000元/平",VR房源 房本满五年 随时看房 
小营东路7号院 正规三居室 满五年一手业主  看房随时,小营东路7号院,清河,3室1厅 ,103.38, 东 南 北 , 简装 ,6, 1999年 , 板楼,57, 5个月以前发布,8230000.0,"79,610元/平",VR看装修 房本满五年 随时看房 
万柳 万泉新新 带明卫 带电梯 金3楼层,万泉新新家园,万柳,3室2厅 ,175.09, 南 北 , 精装 ,6, 1999年 , 板楼,31, 5个月以前发布,25450000.0,"145,354元/平",近地铁 VR看装修 房本满五年 
高层观景 双明卫 格局通透 满五年 看房有钥匙,远大园二区,世纪城,3室2厅 ,156.39, 东南 西北 , 简装 ,17, 2001年 , 塔楼,39, 4个月以前发布,13450000.0,"86,003元/平",近地铁 VR房源 房本满五年 随时看房 
今典花园南向三居高楼层 满五唯一商品房,今典花园,小西天,3室1厅 ,137.67, 东南 西 , 精装 ,25, 2002年 , 塔楼,62, 7个月以前发布,14600000.0,"106,051元/平",VR房源 房本满五年 随时看房 
主任荐房：四环边 城市别墅，让您再一次改变品质,檀香山,西山,5室3厅 ,444.51, 南 西 北 , 毛坯 ,3, 2009年 , 板楼,27, 9个月以前发布,45000000.0,"101,236元/平",VR房源 房本满五年 随时看房 
西直门 学院南路 北京邮电大学家属院 全明格局 中间层,北京邮电大学,小西天,3室1厅 ,93.49, 东 , 精装 ,7, 2001年 , 板楼,62, 8个月以前发布,8700000.0,"93,059元/平",VR房源 房本满五年 
万寿路西街9号中间楼层精装修满五年 随时看房诚心出售,万寿路西街9号,万寿路,2室2厅 ,129.4, 南 北 , 精装 ,6, 1998年 , 板楼,62, 一年前发布,13600000.0,"105,101元/平",近地铁 VR看装修 房本满五年 随时看房 
独立门厅 电梯入户  私密性好 净层高2.7米,上第MOMA,上地,4室2厅 ,189.52, 南 北 东 , 精装 ,10, 2008年 , 板楼,34, 一年前发布,15780000.0,"83,263元/平",VR看装修 房本满五年 随时看房 
力度家园方正一室一厅不临街无遮挡,力度家园,清河,1室1厅 ,59.98, 北 , 精装 ,21, 2004年 , 板塔结合,2, 4个月以前发布,4990000.0,"83,195元/平",近地铁 VR看装修 房本满两年 随时看房 
华澳中心 东南三居室 客厅与双卧室朝南,华澳中心,紫竹桥,3室1厅 ,216.94, 东南 , 精装 ,22, 1997年 , 塔楼,11, 3个月以前发布,18500000.0,"85,278元/平",VR房源 
满五唯一 海淀 馨瑞嘉园 精装修大一居,上庄馨瑞嘉园,海淀北部新区,1室1厅 ,68.58, 南 , 其他 ,16, 2013年 , 板楼,1, 3个月以前发布,3460000.0,"50,453元/平",VR看装修 房本满五年 随时看房 
阜成路南二街甲2号院优质二街，临玉渊潭公园，南北。,阜成路南二街甲2号院,甘家口,2室1厅 ,58.3, 南 北 , 简装 ,6, 1996年 , 板楼,17, 3个月以前发布,6300000.0,"108,062元/平",近地铁 VR房源 房本满五年 随时看房 
今日家园新上大复式，业主诚意出售，可观西山！,今日家园,五棵松,5室3厅 ,266.13, 西北 , 简装 ,18, 2001年 , 塔楼,11, 3个月以前发布,19000000.0,"71,394元/平",近地铁 VR房源 随时看房 
晨月园 首付260万起 位置安静不临街 有钥匙可看,晨月园,世纪城,1室1厅 ,60.66, 西北 , 简装 ,17, 2007年 , 塔楼,3, 3个月以前发布,6180000.0,"101,880元/平",VR房源 房本满两年 随时看房 
建设部大院 住建部大院 百万庄建设部大院,建设部大院,甘家口,2室1厅 ,64.17, 南 , 简装 ,4, 1959年 , 板楼,30, 3个月以前发布,6900000.0,"107,527元/平",近地铁 VR看装修 房本满五年 随时看房 
萬橡府南北精装三居诚意出售，看房方便,橡树湾五期,清河,3室2厅 ,146.61, 北 南 , 精装 ,12, 2018年 , 板楼,10, 3个月以前发布,22000000.0,"150,058元/平",近地铁 VR房源 
花园北路南北两居，单独管理，满五年唯一,花园北路,牡丹园,2室1厅 ,56.8, 南 北 , 精装 ,6, 1984年 , 板楼,6, 3个月以前发布,5450000.0,"95,951元/平",近地铁 VR看装修 房本满五年 
满五年唯一的商品房，1999年板楼，非顶层，停车方便,榆苑公寓,双榆树,2室1厅 ,57.7, 南 北 , 精装 ,7, 1999年 , 板楼,18, 3个月以前发布,5850000.0,"101,387元/平",近地铁 VR看装修 房本满五年 
信息学院家属楼 明厅 明卫 三居室 一手业主,信息学院家属楼,清河,3室1厅 ,89.0, 南 北 , 简装 ,6, 1986年 , 板楼,15, 4个月以前发布,6600000.0,"74,158元/平",近地铁 VR看装修 房本满五年 随时看房 
2011年小区，精装修电梯入户，低密度住宅人车分流,西山公馆,西北旺,3室2厅 ,150.92, 南 北 , 简装 ,7, 2011年 , 板楼,59, 11个月以前发布,15800000.0,"104,692元/平",VR房源 房本满五年 
宝盛里观澳园 电梯高层大三居 视野采光佳,观澳园,清河,3室1厅 ,152.07, 南 西 北 , 简装 ,10, 2005年 , 板楼,83, 一年前发布,12500000.0,"82,199元/平",VR看装修 房本满五年 随时看房 
万柳光大花园 东南向 三居室满五年 有钥匙 好房随时签,光大花园,万柳,3室1厅 ,150.81, 东南 , 精装 ,17, 2000年 , 塔楼,18, 5个月以前发布,19500000.0,"129,302元/平",近地铁 VR房源 房本满五年 随时看房 
怡美家园 下跃户型 交通便利 精装修,怡美家园,上地,3室2厅 ,122.39, 南 北 , 精装 ,12, 2001年 , 板楼,16, 8个月以前发布,12690000.0,"103,685元/平",近地铁 VR房源 房本满五年 随时看房 
中雅大厦 70年产权商品房 住宅 民水民电有燃气 有钥匙,中雅大厦,军博,3室2厅 ,151.9, 西北 , 精装 ,16, 2007年 , 塔楼,12, 4个月以前发布,9980000.0,"65,702元/平",近地铁 VR房源 房本满五年 随时看房 
满五年唯一 次顶层 采光视野好 诚意出售 看房方便,博雅西园,马连洼,3室2厅 ,155.34, 南 北 , 精装 ,7, 2003年 , 板楼,83, 7个月以前发布,15800000.0,"101,713元/平",VR看装修 房本满五年 随时看房 
主推 观林园两居 南北通透 中间楼层 看房方便,观林园,清河,2室1厅 ,95.92, 南 北 , 精装 ,6, 2008年 , 板楼,22, 5个月以前发布,8080000.0,"84,237元/平",VR看装修 房本满五年 随时看房 
橡树湾一期 南北三居室  彩光好 视野无遮挡 诚意出售,橡树湾一期,清河,3室2厅 ,125.37, 南 北 , 简装 ,18, 2007年 , 板塔结合,37, 9个月以前发布,18100000.0,"144,373元/平",近地铁 VR看装修 房本满五年 随时看房 
金玉府清水毛坯房，装修方面您可以可劲儿设计,金玉府,田村,3室1厅 ,133.99, 南 北 , 毛坯 ,14, 2018年 , 板楼,13, 3个月以前发布,13900000.0,"103,740元/平",VR看装修 随时看房 
新上 带车位 无遮挡大客厅落地阳台 业主诚心卖,圣华里,田村,3室2厅 ,146.17, 南 北 , 简装 ,9, 2007年 , 板楼,66, 11个月以前发布,9980000.0,"68,277元/平",VR看装修 房本满两年 随时看房 
雅世合金公寓 南北三居 满五唯一 2011年管理好 带车位,雅世合金公寓,田村,3室2厅 ,86.07, 南 西 北 , 精装 ,8, 2011年 , 板楼,22, 3个月以前发布,12600000.0,"146,393元/平",VR房源 随时看房 
万柳万泉新新家园 顶层边户复式 不临街 有车位储物间,万泉新新家园,万柳,5室2厅 ,239.78, 南 北 东 , 简装 ,6, 1999年 , 板楼,5, 5个月以前发布,39800000.0,"165,986元/平",近地铁 VR房源 房本满五年 
中关村 万柳新起点嘉园 落地飘窗大三居 有钥匙随时看,新起点嘉园,万柳,3室2厅 ,181.96, 西北 , 简装 ,18, 2003年 , 塔楼,14, 5个月以前发布,16000000.0,"87,932元/平",近地铁 VR房源 房本满五年 随时看房 
百旺府 新三区 次顶层 中间位置 中间楼层 两卧室朝南,冠城大通百旺府,海淀北部新区,3室2厅 ,139.31, 南 北 , 精装 ,5, 2019年 , 板楼,39, 5个月以前发布,12960000.0,"93,030元/平",VR看装修 房本满五年 随时看房 
1%服务费 军博地铁站 新华社单位 南北通透电梯三居室,羊坊店路3号院,军博,3室1厅 ,91.09, 南 北 , 简装 ,12, 1989年 , 板塔结合,22, 7个月以前发布,8800000.0,"96,608元/平",VR看装修 房本满五年 随时看房 
橡树湾二期花园洋房上跃层结构 小区中间位置空中别墅,橡树湾二期,清河,5室2厅 ,212.0, 南 北 , 精装 ,9, 2008年 , 板楼,19, 一年前发布,34000000.0,"160,378元/平",近地铁 VR房源 房本满五年 随时看房 
满五年唯一的商品房，1999年板楼，非顶层，停车方便,榆苑公寓,双榆树,2室1厅 ,57.7, 南 北 , 精装 ,7, 1999年 , 板楼,18, 3个月以前发布,5850000.0,"101,387元/平",近地铁 VR看装修 房本满五年 
王庄路15号院 2室1厅 南 北,王庄路15号院,五道口,2室1厅 ,58.8, 南 北 , 精装 ,6, 1993年 , 板楼,4, 3个月以前发布,5750000.0,"97,790元/平",近地铁 VR看装修 房本满五年 
西三旗安宁庄，07年建筑，看房方便，有电梯，总价合适,安宁佳园,安宁庄,1室0厅 ,36.43, 北 , 精装 ,18, 2007年 , 塔楼,4, 3个月以前发布,3350000.0,"91,958元/平",VR看装修 房本满两年 
海清园正规一居室 近地铁 户型方正 诚意出售 价格可谈,海清园,清河,1室1厅 ,58.4, 东北 , 简装 ,18, 2001年 , 塔楼,9, 3个月以前发布,4000000.0,"68,494元/平",近地铁 VR看装修 房本满两年 
双榆树东里三居室，业主诚心出售,双榆树东里,双榆树,3室1厅 ,62.1, 南 西 北 , 精装 ,6, 1981年 , 板楼,7, 3个月以前发布,6360000.0,"102,416元/平",近地铁 VR看装修 房本满两年 随时看房 
月季园 1室1厅 西,月季园,马甸,1室1厅 ,45.8, 西 , 其他 ,9, 1997年 , 板塔结合,2, 3个月以前发布,4600000.0,"100,437元/平",近地铁 VR看装修 房本满两年 
牡丹园 华盛家园精装大两居室  落地飘窗  拎包入住,华盛家园,牡丹园,2室1厅 ,103.15, 东北 , 精装 ,24, 2000年 , 塔楼,16, 3个月以前发布,8990000.0,"87,155元/平",近地铁 VR房源 房本满五年 
武警干部家属楼95年，4层双阳台，大客厅无遮挡不临街,三义庙北,苏州桥,3室1厅 ,92.13, 东 西 , 简装 ,6, 1995年 , 板楼,22, 3个月以前发布,8200000.0,"89,005元/平",近地铁 VR房源 房本满两年 
北航南门 宏嘉丽园 大客厅三居 落地窗 满五唯一诚意售,宏嘉丽园,知春路,3室1厅 ,123.13, 东 北 , 精装 ,25, 2001年 , 塔楼,3, 3个月以前发布,13000000.0,"105,580元/平",近地铁 VR看装修 房本满五年 
