东城区二环内 天坛北门 桥湾地铁站 金鱼池西区南北2居,金鱼池西区,天坛,2室1厅 ,61.85, 南 北 , 精装 ,5, 2002年 , 板楼,56, 3个月以前发布,6050000.0,"97,818元/平",近地铁 VR房源 房本满五年 随时看房 
东城区安定门朝南向小三居，满五年,安外大街3号院,安定门,3室1厅 ,71.67, 南 西 , 精装 ,6, 1988年 , 板楼,25, 一年前发布,8000000.0,"111,623元/平",VR看装修 房本满五年 
东四西大街 2室1厅 南 北,东四西大街,灯市口,2室1厅 ,66.69, 南 北 , 精装 ,5, 1988年 , 板楼,11, 6个月以前发布,6950000.0,"104,214元/平",近地铁 VR看装修 房本满五年 
崇文门东大街南北通透高层两居，精装修，视野开阔！,崇文门东大街,崇文门,2室1厅 ,65.58, 南 北 , 精装 ,14, 1970年 , 板塔结合,9, 5个月以前发布,6800000.0,"103,691元/平",VR看装修 房本满五年 
外交部家属院   低楼层 东西通透2居,朝阳门内大街75号院,朝阳门内,2室1厅 ,78.57, 东 西 , 简装 ,6, 1990年 , 板楼,5, 4个月以前发布,9660000.0,"122,948元/平",近地铁 VR房源 房本满五年 
此房满五唯一，全明格局，电梯房，两室两卫，视野开阔,富莱茵花园,永定门,2室1厅 ,119.1, 西北 , 简装 ,21, 2001年 , 塔楼,15, 一年前发布,8300000.0,"69,690元/平",VR看装修 房本满五年 
东城，2009年商品房，费少价优标准两居。,华龙美晟,永定门,2室1厅 ,77.48, 北 , 简装 ,12, 2009年 , 塔楼,11, 6个月以前发布,6600000.0,"85,184元/平",VR看装修 房本满两年 
东城区 正规两居 交通方便 业主诚心出售,革新里24号院,永定门,2室1厅 ,64.64, 东 , 简装 ,6, 1994年 , 板楼,60, 8个月以前发布,4300000.0,"66,523元/平",近地铁 VR看装修 房本满五年 
东城区 左安浦园两居室 高楼层 满五年商品房 无遮挡,左安浦园,左安门,2室1厅 ,85.57, 西北 , 精装 ,18, 2004年 , 板楼,11, 6个月以前发布,7400000.0,"86,479元/平",VR看装修 房本满五年 
新景家园东区，商品房院内一居室，满五年唯一。,新景家园东区,崇文门,1室1厅 ,57.37, 西南 , 简装 ,10, 2005年 , 板楼,26, 8个月以前发布,5700000.0,"99,356元/平",近地铁 VR看装修 房本满五年 
华龙美晟   高楼层  无遮挡  8号14号双地铁,华龙美晟,永定门,2室1厅 ,77.48, 东 北 , 简装 ,12, 2009年 , 塔楼,16, 4个月以前发布,6550000.0,"84,538元/平",VR看装修 房本满两年 
东城区 富莱茵花园 大两居 视野开阔 无遮挡,富莱茵花园,永定门,2室1厅 ,136.84, 西南 , 简装 ,21, 2001年 , 塔楼,9, 6个月以前发布,9400000.0,"68,694元/平",近地铁 VR看装修 房本满两年 
东城 西革新里，东西通透，交通方便,西革新里124号,永定门,2室1厅 ,54.98, 东 西 , 简装 ,6, 1981年 , 板楼,8, 一年前发布,4250000.0,"77,301元/平",近地铁 VR看装修 房本满五年 
左安漪园 2室1厅 东南 西北,左安漪园,左安门,2室1厅 ,97.46, 东南 西北 , 精装 ,17, 2004年 , 板塔结合,38, 一年前发布,10690000.0,"109,687元/平",VR看装修 房本满五年 
鼎盛园东南向两居室中间层婚房装修,鼎盛园,永定门,2室1厅 ,100.69, 东南 , 精装 ,9, 2005年 , 板塔结合,36, 5个月以前发布,9780000.0,"97,130元/平",近地铁 VR房源 房本满五年 
广渠门 南水关95年楼龄 东西2居室 看房方便,南水关,广渠门,2室1厅 ,59.16, 西 东 , 精装 ,6, 1995年 , 板楼,6, 10个月以前发布,5850000.0,"98,885元/平",近地铁 VR房源 房本满五年 
崇文门   新世界  崇文门西大街  全南两居  精装修,崇文门西大街,崇文门,2室1厅 ,49.16, 南 , 精装 ,13, 1970年 , 板楼,40, 8个月以前发布,5400000.0,"109,846元/平",VR看装修 房本满五年 
安乐林二条-南北通透两居室-采光好-安静舒适,安乐林二条,永定门,2室1厅 ,57.96, 南 北 , 简装 ,6, 1987年 , 板楼,90, 一年前发布,4000000.0,"69,014元/平",近地铁 VR看装修 房本满五年 
光明楼两居室，低楼层，进出方便，满五唯一,光明楼,广渠门,2室1厅 ,60.94, 东 西 , 精装 ,3, 1960年 , 板楼,3, 4个月以前发布,6600000.0,"108,304元/平",VR房源 房本满五年 
东直门 海晟名苑南区 南北通透 高楼层 视野好,海晟名苑南区,工体,2室2厅 ,127.72, 南 北 , 简装 ,18, 2003年 , 板塔结合,45, 6个月以前发布,18880000.0,"147,824元/平",VR看装修 房本满五年 
东城央产楼龄新 满五年唯一  近地铁,柏林寺西,和平里,2室1厅 ,59.99, 南 , 简装 ,6, 1994年 , 板楼,12, 8个月以前发布,7890000.0,"131,522元/平",近地铁 VR房源 房本满两年 
北里西区 精装复式 5跃6 央产房 满五年 位置安静,东花市北里西区,东花市,3室2厅 ,178.88, 南 北 , 精装 ,6, 1998年 , 板楼,67, 一年前发布,14990000.0,"83,800元/平",近地铁 VR看装修 房本满五年 
广渠家园 东城区 朝东南无遮挡 视野好,广渠家园,广渠门,3室1厅 ,79.55, 东南 , 简装 ,29, 2009年 , 板塔结合,35, 6个月以前发布,8880000.0,"111,628元/平",VR房源 房本满五年 
和平里五区一居室 中间楼层 业主诚意出售,和平里五区,和平里,1室1厅 ,40.98, 西南 , 简装 ,6, 1996年 , 板楼,8, 4个月以前发布,5900000.0,"143,973元/平",近地铁 VR看装修 房本满五年 
法华寺南里，地铁周边，南北通透精装修低楼层2居室,法华南里,崇文门,2室1厅 ,78.5, 南 北 , 精装 ,6, 1995年 , 板楼,11, 5个月以前发布,6450000.0,"82,166元/平",近地铁 VR房源 房本满五年 
东城区 桃杨路北里 南北通透 精装修 两居室 诚意出售,桃杨路北里,永定门,2室1厅 ,57.3, 南 北 , 精装 ,6, 1987年 , 板楼,6, 5个月以前发布,4880000.0,"85,166元/平",VR房源 房本满五年 
此房南北通透格局，南向花园18平米 采光好，楼间距大,富贵园一区,东花市,2室2厅 ,85.53, 南 北 , 精装 ,11, 2004年 , 板楼,5, 6个月以前发布,13300000.0,"155,501元/平",近地铁 VR房源 房本满五年 
法华南里满五年唯一住房，南北通透格局，精装修,法华南里,崇文门,3室1厅 ,72.3, 南 北 , 精装 ,6, 1996年 , 板楼,4, 5个月以前发布,8680000.0,"120,056元/平",VR房源 房本满五年 
西革新里108号院 央产房小区,西革新里108号院,永定门,3室2厅 ,92.49, 南 北 , 精装 ,6, 1996年 , 板楼,44, 一年前发布,8150000.0,"88,118元/平",VR看装修 房本满五年 
东黄城根南街户型方正南北通透三居,东皇城根南街,灯市口,3室1厅 ,70.08, 南 北 , 其他 ,6, 1987年 , 板楼,19, 6个月以前发布,8600000.0,"122,717元/平",近地铁 VR看装修 房本满五年 
广渠门 东环居苑 精装东南一居室,东环居苑,广渠门,1室1厅 ,65.08, 东南 , 精装 ,22, 2004年 , 塔楼,25, 5个月以前发布,6190000.0,"95,114元/平",VR看装修 房本满五年 
金世纪嘉园 西南三居室 大面宽 阳光充足,金世纪嘉园,广渠门,3室2厅 ,155.47, 西南 , 简装 ,21, 2003年 , 塔楼,17, 5个月以前发布,14250000.0,"91,658元/平",VR看装修 房本满五年 
满五唯一东直门外大街 南向两居室 高层 带电梯 近地铁,东直门外大街(东城）,东直门,2室1厅 ,63.71, 南 , 精装 ,16, 1990年 , 塔楼,20, 3个月以前发布,6700000.0,"105,165元/平",VR看装修 房本满五年 
东城 东直门 南北三居 电梯 公园,民安小区东直门内北小街,东直门,3室1厅 ,97.21, 南 北 , 其他 ,16, 2003年 , 板楼,55, 8个月以前发布,11000000.0,"113,158元/平",VR看装修 房本满五年 
景泰东里 三居室，看房方便，采光好,景泰东里,蒲黄榆,3室2厅 ,95.15, 东 西 , 简装 ,9, 1994年 , 板塔结合,16, 10个月以前发布,7200000.0,"75,670元/平",近地铁 VR房源 房本满五年 
广渠门外南街，属于东城，满五年唯一，电梯房,广渠门外南街,广渠门,1室1厅 ,46.8, 东 , 精装 ,12, 1992年 , 板塔结合,20, 7个月以前发布,4700000.0,"100,428元/平",近地铁 VR看装修 房本满五年 
新装修 满两年 南北通透 夕照寺中街,夕照寺中街,广渠门,1室1厅 ,45.66, 南 北 , 其他 ,7, 1991年 , 板楼,3, 6个月以前发布,5750000.0,"125,931元/平",近地铁 VR看装修 房本满两年 
二环内南北通透精装修 视野开阔无遮挡诚意出售方便看,朗家胡同24号院,安定门,2室0厅 ,53.32, 北 南 , 其他 ,6, 1977年 , 板楼,7, 5个月以前发布,7150000.0,"134,097元/平",近地铁 VR房源 房本满两年 
近地铁，近公园，年代新，有地库，有会所，高品质！,和平新城一期,和平里,2室1厅 ,122.76, 南 西 北 , 精装 ,19, 2003年 , 板塔结合,32, 一年前发布,15300000.0,"124,634元/平",近地铁 VR看装修 房本满五年 
北河沿大街  满五唯一央产房 南北通透,北河沿大街,灯市口,2室1厅 ,58.21, 南 北 , 简装 ,6, 1987年 , 板楼,5, 7个月以前发布,6990000.0,"120,083元/平",近地铁 VR看装修 房本满五年 
东城长安大剧院 高品质社区 封闭式管理 管家式服务,贡院九号,建国门内,2室1厅 ,135.95, 南 , 精装 ,18, 2000年 , 板塔结合,24, 5个月以前发布,16300000.0,"119,898元/平",近地铁 VR房源 房本满五年 
东城，永外车站路6号院，精装三居室,车站路6号院,陶然亭,3室1厅 ,57.06, 东 西 , 精装 ,6, 1980年 , 板楼,54, 8个月以前发布,4600000.0,"80,617元/平",近地铁 VR看装修 房本满五年 
二环边琉璃井路，满五唯一，全明格局，电梯直达,琉璃井路,永定门,2室1厅 ,65.94, 东北 , 精装 ,12, 1987年 , 板塔结合,25, 一年前发布,5150000.0,"78,102元/平",近地铁 VR看装修 房本满五年 
东直门98年房龄春秀路全明格局三居室,春秀路,东直门,3室1厅 ,73.43, 东北 , 精装 ,6, 1998年 , 板楼,24, 6个月以前发布,7550000.0,"102,820元/平",VR看装修 房本满五年 
朝阳门 豆瓣胡同  商品房 满五年 两梯四户 电梯直达,豆瓣胡同,朝阳门内,2室1厅 ,71.3, 南 北 , 其他 ,21, 2003年 , 板塔结合,38, 7个月以前发布,9350000.0,"131,137元/平",近地铁 VR看装修 房本满五年 
东城区 二环内 2004年商品社区 高层低密度 带车位,丽水湾畔家园,广渠门,2室2厅 ,130.0, 西 , 精装 ,21, 2002年 , 板塔结合,11, 7个月以前发布,11290000.0,"86,847元/平",近地铁 VR看装修 房本满五年 
新上 青龙胡同 东直门内 雍和宫 正规两居室 2层 安静,青龙胡同,东直门,2室1厅 ,61.16, 南 北 , 精装 ,6, 1992年 , 板楼,19, 5个月以前发布,6630000.0,"108,405元/平",近地铁 VR房源 房本满五年 
沙滩北街2号院 2室1厅 东,沙滩北街2号院,东四,2室1厅 ,50.46, 东 , 精装 ,5, 1994年 , 板楼,6, 5个月以前发布,6600000.0,"130,797元/平",近地铁 VR看装修 房本满五年 
满五年唯一 电梯直达 采光好 出行方便,东直门内大街,东直门,2室1厅 ,71.62, 西南 , 简装 ,16, 2002年 , 塔楼,57, 10个月以前发布,7650000.0,"106,814元/平",近地铁 VR房源 房本满五年 
景泰东里，满五年唯一，有电梯，有装修，配套齐全,景泰东里,蒲黄榆,2室1厅 ,51.12, 西 , 简装 ,9, 1994年 , 板塔结合,16, 9个月以前发布,4670000.0,"91,354元/平",近地铁 VR看装修 房本满五年 
东直门 海晟名苑南区 南北通透 高楼层 视野好,海晟名苑南区,工体,2室2厅 ,127.72, 南 北 , 简装 ,18, 2003年 , 板塔结合,45, 6个月以前发布,18880000.0,"147,824元/平",VR看装修 房本满五年 
北京上舍  交通便利  正对小区安静不临街,北京上舍,广渠门,1室0厅 ,49.18, 北 , 精装 ,15, 2008年 , 塔楼,11, 8个月以前发布,5850000.0,"118,951元/平",VR看装修 房本满五年 
诚心出售视野宽阔楼层好，业主诚心出售,仓南胡同,朝阳门内,2室1厅 ,80.62, 东 西 , 简装 ,7, 2003年 , 板楼,5, 4个月以前发布,9980000.0,"123,791元/平",近地铁 VR看装修 房本满五年 
富贵园三区 二环内03年小区 首付300+即可  三轨交汇,富贵园三区,东花市,1室1厅 ,64.76, 西 , 简装 ,16, 2002年 , 板楼,10, 8个月以前发布,6500000.0,"100,371元/平",VR看装修 房本满五年 
大方家胡同 南北通透 视野好 无遮挡,大方家胡同,朝阳门内,2室1厅 ,76.42, 南 北 , 其他 ,16, 2003年 , 板楼,10, 4个月以前发布,8500000.0,"111,228元/平",近地铁 VR看装修 房本满五年 
富贵园一区高层两居，满五年，采光好。,富贵园一区,东花市,2室2厅 ,103.02, 东 南 北 , 精装 ,12, 2004年 , 板楼,12, 一年前发布,15320000.0,"148,709元/平",VR房源 房本满五年 
东直门胡家园小区电梯两居 楼龄新有物业管理,胡家园小区,东直门,2室1厅 ,60.85, 南 , 简装 ,10, 2000年 , 板塔结合,19, 4个月以前发布,6800000.0,"111,751元/平",VR看装修 房本满五年 
春秀路小区+楼龄新+交通便利+有小区环境+双卧朝南,春秀路,东直门,2室1厅 ,66.44, 南 北 , 简装 ,9, 1998年 , 板楼,27, 9个月以前发布,7950000.0,"119,657元/平",近地铁 VR房源 房本满五年 
长安太和 主力两居室 精装修 70年商品房,长安太和,建国门内,2室1厅 ,172.82, 北 , 精装 ,24, 2012年 , 板塔结合,11, 5个月以前发布,18880000.0,"109,247元/平",VR房源 房本满五年 
体育馆路13号  低楼层  看房随时有钥匙,体育馆路13号,崇文门,3室1厅 ,101.38, 南 北 , 简装 ,6, 1986年 , 板楼,28, 7个月以前发布,11100000.0,"109,490元/平",近地铁 VR看装修 房本满五年 
体育馆西路2号院 1990年 龙潭-体育馆 满五唯一,体育馆西路2号院,崇文门,2室1厅 ,60.72, 东 西 , 简装 ,6, 1990年 , 板楼,10, 6个月以前发布,5100000.0,"83,993元/平",近地铁 VR房源 房本满五年 随时看房 
东城区南二环景泰李村小区复式大两居户型好,李村,永定门,2室1厅 ,75.03, 南 , 简装 ,6, 1995年 , 板楼,36, 6个月以前发布,5500000.0,"73,305元/平",近地铁 VR房源 房本满五年 
东直门 交通枢纽 生活便利 半封闭社区 可停车,十字坡东里,工体,2室1厅 ,53.31, 东 , 精装 ,6, 1986年 , 板楼,7, 6个月以前发布,5180000.0,"97,168元/平",VR看装修 房本满五年 
东城区二环内绿景苑南北通透两居室视野开阔,绿景苑,广渠门,2室1厅 ,56.29, 南 北 , 精装 ,12, 2002年 , 塔楼,31, 7个月以前发布,6480000.0,"115,119元/平",VR房源 房本满五年 
法华南里  精装修南北通透大两居,法华南里,崇文门,2室1厅 ,81.77, 南 北 , 精装 ,6, 1994年 , 板楼,11, 3个月以前发布,8680000.0,"106,152元/平",近地铁 VR房源 随时看房 
东城区 郭庄北里 南北通透 好户型 无遮挡有钥匙随时看,郭庄北里,永定门,2室1厅 ,57.29, 南 北 , 简装 ,6, 1983年 , 板楼,52, 11个月以前发布,4890000.0,"85,356元/平",近地铁 VR房源 房本满五年 随时看房 
此房满五年唯一，南北通透，采光好无遮挡 中间楼层,幸福南里,广渠门,2室1厅 ,54.95, 南 北 , 简装 ,6, 1985年 , 板楼,42, 一年前发布,5280000.0,"96,088元/平",VR看装修 房本满五年 
东四十条地铁口 正规两室一厅 视野开阔 无遮挡,东直门南大街,东直门,2室1厅 ,68.51, 西南 , 简装 ,18, 1990年 , 板塔结合,28, 一年前发布,6700000.0,"97,796元/平",近地铁 VR看装修 房本满五年 
安交，永康胡同1号院，精装修三居室，中间楼层,永康胡同1号院,安定门,3室1厅 ,84.5, 北 南 , 精装 ,7, 2002年 , 板楼,24, 6个月以前发布,12500000.0,"147,929元/平",近地铁 VR看装修 房本满两年 
南向大一居，动静分离， 产权清晰，采光视野好,聚龙花园,工体,2室1厅 ,109.19, 南 , 简装 ,12, 1996年 , 塔楼,18, 一年前发布,10200000.0,"93,416元/平",VR房源 房本满五年 
高层东向两居室，视野无遮挡，采光好,聚龙花园,工体,2室2厅 ,142.42, 东 , 简装 ,12, 1996年 , 塔楼,11, 一年前发布,12000000.0,"84,258元/平",VR房源 房本满五年 
东城区，09年商品房，满五年唯一，人车分流，环境好,华龙美晟,永定门,3室1厅 ,96.8, 东 , 简装 ,12, 2009年 , 板塔结合,12, 4个月以前发布,8390000.0,"86,674元/平",近地铁 VR看装修 房本满五年 
东城区东城区和平里五区地坛公园门口,和平里五区,和平里,1室1厅 ,40.57, 西南 , 简装 ,6, 1996年 , 板楼,16, 9个月以前发布,5900000.0,"145,428元/平",近地铁 VR看装修 房本满五年 
东城区 左安浦园两居室 高楼层 满五年商品房 无遮挡,左安浦园,左安门,2室1厅 ,85.57, 西北 , 精装 ,18, 2004年 , 板楼,11, 6个月以前发布,7400000.0,"86,479元/平",VR看装修 房本满五年 
满五唯一，格局方正，费用少，不临街正对花园，安静,中海紫御公馆,陶然亭,2室1厅 ,60.58, 东北 , 简装 ,19, 2010年 , 板塔结合,23, 5个月以前发布,6600000.0,"108,947元/平",VR房源 房本满五年 
龙体南北2+1居+多9.3平米阳台+不临街电梯房+楼龄89年,南水关,广渠门,2室1厅 ,58.39, 南 北 , 简装 ,14, 1989年 , 板塔结合,17, 8个月以前发布,5980000.0,"102,415元/平",近地铁 VR看装修 房本满两年 
中间单元采光通风更好，无遮挡 满五年唯一,东花市北里中区,东花市,2室1厅 ,67.13, 东 西 , 精装 ,6, 1994年 , 塔楼,36, 7个月以前发布,5950000.0,"88,634元/平",VR看装修 房本满五年 
外交部家属院   低楼层 东西通透2居,朝阳门内大街75号院,朝阳门内,2室1厅 ,78.57, 东 西 , 简装 ,6, 1990年 , 板楼,5, 4个月以前发布,9660000.0,"122,948元/平",近地铁 VR房源 房本满五年 
白桥大街   板楼精装小2居室 拎包入住,白桥大街,东花市,2室1厅 ,56.99, 东 西 , 精装 ,6, 1980年 , 板塔结合,18, 一年前发布,5690000.0,"99,843元/平",VR看装修 房本满两年 
东直门北大街 2室1厅 东 西,东直门北大街,东直门,2室1厅 ,67.88, 东 西 , 简装 ,12, 1987年 , 板塔结合,8, 5个月以前发布,6400000.0,"94,285元/平",近地铁 VR看装修 房本满五年 
